N E Topografia b-sedidmentos b-basalto b-and-cuater b-toba b-and-terc b-lechos
2172.5 559.5 -1.816 -1.793687647 -1.793687647 -1.763094612 -1.624794577 -1.186694269 -1.186694269
2172.5 560.5 -1.818 -1.796888733 -1.782540948 -1.729497191 -1.545951229 -1.151420837 -1.150202062
2172.5 561.5 -1.836 -1.826 -1.766606751 -1.700660646 -1.505356014 -1.116281171 -1.111221499
2172.5 562.5 -1.886 -1.886 -1.876 -1.677331568 -1.477331568 -1.084092572 -1.07699271
2172.5 563.5 -1.863 -1.863 -1.848756801 -1.656751714 -1.479988367 -1.057666545 -1.053358095
2172.5 564.5 -1.827 -1.827 -1.763445312 -1.650143265 -1.48113295 -1.043414884 -1.04281586
2172.5 565.5 -1.82 -1.82 -1.714177932 -1.658949161 -1.458949161 -1.043424881 -1.043424881
2172.5 566.5 -1.822 -1.822 -1.671266493 -1.671266493 -1.538914801 -1.051519714 -1.051519714
2172.5 567.5 -1.831 -1.831 -1.681255333 -1.681255333 -1.605586142 -1.062168731 -1.062168731
2172.5 568.5 -1.839 -1.839 -1.738460128 -1.692337652 -1.534207458 -1.072729205 -1.072729205
2173.5 436 -2.517 -2.517 -2.503523703 -2.503523703 -2.357405371 -2.357405371 -2.257405371
2173.5 536.5 -2.484 -2.484 -2.474 -2.467038881 -2.362115531 -2.277682476 -2.181230912
2173.5 537.5 -2.37 -2.37 -2.358410192 -2.307885658 -2.169565828 -2.119446158 -2.021579246
2173.5 538.5 -2.278 -2.278 -2.268 -2.176994294 -1.976994294 -1.976994294 -1.876994294
2173.5 539.5 -2.28 -2.28 -2.27 -2.064837894 -1.864837894 -1.85598169 -1.75598169
2173.5 540.5 -2.132 -2.132 -2.122 -1.950620845 -1.750620845 -1.748824014 -1.648824014
2173.5 541.5 -1.993 -1.993 -1.983 -1.864574749 -1.664574749 -1.664574749 -1.564574749
2173.5 542.5 -1.952 -1.952 -1.942 -1.806913353 -1.606913353 -1.606913353 -1.506913353
2173.5 543.5 -1.916 -1.916 -1.906 -1.76245082 -1.56245082 -1.56245082 -1.46245082
2173.5 544.5 -1.869 -1.869 -1.859 -1.711591358 -1.511591358 -1.511591358 -1.411591358
2173.5 545.5 -1.858 -1.784634143 -1.784634143 -1.65136187 -1.456963329 -1.456963329 -1.356963329
2173.5 546.5 -1.85 -1.723755769 -1.723755769 -1.600098795 -1.413859104 -1.413859104 -1.314208375
2173.5 547.5 -1.836 -1.71374372 -1.71374372 -1.583962557 -1.383962557 -1.377156465 -1.297085113
2173.5 548.5 -1.816 -1.69616673 -1.69616673 -1.618172788 -1.464102801 -1.34109681 -1.303370309
2173.5 549.5 -1.807 -1.797 -1.691438319 -1.691438319 -1.691438319 -1.316292962 -1.315288919
2173.5 550.5 -1.842 -1.832 -1.795627669 -1.795627669 -1.795627669 -1.316469615 -1.316469615
2173.5 551.5 -1.925 -1.925 -1.925 -1.925 -1.925 -1.325 -1.325
2173.5 552.5 -1.922 -1.922 -1.922 -1.922 -1.922 -1.338574716 -1.338574716
2173.5 553.5 -1.947 -1.947 -1.947 -1.947 -1.947 -1.347 -1.347
2173.5 554.5 -1.904 -1.904 -1.904 -1.904 -1.904 -1.317085206 -1.317085206
2173.5 555.5 -1.874 -1.864 -1.859365622 -1.859365622 -1.859365622 -1.278139292 -1.278139292
2173.5 556.5 -1.849 -1.839 -1.839 -1.839 -1.839 -1.246560323 -1.246560323
2173.5 557.5 -1.833 -1.823 -1.823 -1.823 -1.823 -1.226396358 -1.226396358
2173.5 558.5 -1.823 -1.809708415 -1.809708415 -1.809708415 -1.780314769 -1.205867394 -1.204005409
2173.5 559.5 -1.82 -1.781369521 -1.767225006 -1.763506052 -1.702360862 -1.161790792 -1.161790792
2173.5 560.5 -1.828 -1.775166442 -1.775166442 -1.712507511 -1.537194174 -1.109488377 -1.108340104
2173.5 561.5 -1.871 -1.871 -1.861 -1.673373233 -1.473373233 -1.061781801 -1.055378986
2173.5 562.5 -1.961 -1.961 -1.951 -1.638548272 -1.438548272 -1.020246623 -1.011303108
2173.5 563.5 -1.921 -1.921 -1.911 -1.603410587 -1.403410587 -0.9864777099 -0.981213753
2173.5 564.5 -1.829 -1.829 -1.677438568 -1.573115657 -1.511425606 -0.9671323281 -0.9669944413
2173.5 565.5 -1.81 -1.81 -1.560292935 -1.560292935 -1.560292935 -0.9679379353 -0.9679379353
2173.5 566.5 -1.813 -1.813 -1.563942913 -1.563942913 -1.563942913 -0.9839742681 -0.9839742681
2173.5 567.5 -1.826 -1.826 -1.576053319 -1.576053319 -1.576053319 -1.009298135 -1.009298135
2173.5 568.5 -1.836 -1.836 -1.595595099 -1.595595099 -1.595595099 -1.038556583 -1.038556583
2174.5 436 -2.694 -2.694 -2.684 -2.684 -2.484 -2.484 -2.384
2174.5 536.5 -2.677 -2.677 -2.667 -2.667 -2.467 -2.467 -2.367
2174.5 537.5 -2.584 -2.584 -2.494783998 -2.475675596 -2.294460721 -2.276579717 -2.177833053
2174.5 538.5 -2.431 -2.431 -2.421 -2.306629717 -2.106629717 -2.106629717 -2.009145347
2174.5 539.5 -2.339 -2.339 -2.329 -2.165657378 -1.965657378 -1.965657378 -1.865657378
2174.5 540.5 -2.219 -2.219 -2.209 -2.043261001 -1.843261001 -1.843261001 -1.743261001
2174.5 541.5 -2.054 -2.054 -2.044 -1.942117398 -1.744505428 -1.744505428 -1.644505428
2174.5 542.5 -1.995 -1.995 -1.985 -1.879139121 -1.679139121 -1.679139121 -1.579139121
2174.5 543.5 -1.948 -1.948 -1.938 -1.822773521 -1.622773521 -1.622773521 -1.522773521
2174.5 544.5 -1.897 -1.897 -1.887 -1.753073752 -1.553073752 -1.553073752 -1.453073752
2174.5 545.5 -1.855 -1.855 -1.845 -1.669637637 -1.469637637 -1.469637637 -1.369637637
2174.5 546.5 -1.836 -1.577498245 -1.577498245 -1.577498245 -1.390959933 -1.390959933 -1.295570799
2174.5 547.5 -1.822 -1.60514503 -1.60514503 -1.531403961 -1.336862495 -1.336862495 -1.26256841
2174.5 548.5 -1.804 -1.629427989 -1.629427989 -1.551780972 -1.355723339 -1.310839266 -1.271413245
2174.5 549.5 -1.796 -1.6963528 -1.624916158 -1.624916158 -1.599861691 -1.312505195 -1.305415406
2174.5 550.5 -1.812 -1.802 -1.722284342 -1.722284342 -1.722284342 -1.345051568 -1.345051568
2174.5 551.5 -1.838 -1.828 -1.828 -1.828 -1.828 -1.398735021 -1.398735021
2174.5 552.5 -2.028 -2.028 -2.028 -2.028 -2.028 -1.47330179 -1.47330179
2174.5 553.5 -2.144 -2.144 -2.144 -2.144 -2.144 -1.544 -1.52003523
2174.5 554.5 -2.009 -2.009 -2.009 -2.009 -2.009 -1.477498208 -1.477498208
2174.5 555.5 -1.933 -1.933 -1.933 -1.933 -1.933 -1.386676303 -1.386676303
2174.5 556.5 -1.879 -1.879 -1.879 -1.879 -1.879 -1.302009456 -1.302009456
2174.5 557.5 -1.846 -1.846 -1.846 -1.846 -1.846 -1.246544801 -1.246544801
2174.5 558.5 -1.827 -1.827 -1.827 -1.827 -1.827 -1.227 -1.202504841
2174.5 559.5 -1.821 -1.811 -1.752457331 -1.752457331 -1.746997454 -1.146997454 -1.142547377
2174.5 560.5 -1.824 -1.774144897 -1.7582007 -1.682774194 -1.617282189 -1.074234136 -1.074234136
2174.5 561.5 -1.84 -1.84 -1.814071743 -1.62509582 -1.50795348 -1.014633045 -1.012434469
2174.5 562.5 -1.873 -1.873 -1.750850333 -1.577754868 -1.506121306 -0.9673871613 -0.9636147302
2174.5 563.5 -1.848 -1.848 -1.685736876 -1.540069393 -1.478159978 -0.933289119 -0.931183954
2174.5 564.5 -1.825 -1.814099338 -1.506146651 -1.506146651 -1.506146651 -0.9162655856 -0.9162655856
2174.5 565.5 -1.812 -1.802 -1.480429608 -1.480429608 -1.480429608 -0.9213583209 -0.9213583209
2174.5 566.5 -1.817 -1.807 -1.480345474 -1.480345474 -1.480345474 -0.9499966589 -0.9499966589
2174.5 567.5 -1.827 -1.817 -1.508145893 -1.508145893 -1.508145893 -0.9987746446 -0.9987746446
2174.5 568.5 -1.836 -1.826 -1.560438238 -1.560438238 -1.560438238 -1.058850217 -1.058850217
2175.5 436 -2.794 -2.794 -2.794 -2.684778126 -2.484778126 -2.484778126 -2.384778126
2175.5 536.5 -2.826 -2.826 -2.816 -2.780591074 -2.580591074 -2.580591074 -2.480591074
2175.5 537.5 -2.87 -2.87 -2.86 -2.612596071 -2.412596071 -2.392840753 -2.294297144
2175.5 538.5 -2.47 -2.47 -2.394633563 -2.394633563 -2.394633563 -2.206537633 -2.122523897
2175.5 539.5 -2.313 -2.313 -2.24622333 -2.24622333 -2.24622333 -2.064084973 -1.970913353
2175.5 540.5 -2.18 -2.18 -2.17 -2.120869431 -2.032559794 -1.939537866 -1.839537866
2175.5 541.5 -2.108 -2.108 -2.07784303 -2.015888443 -1.830776661 -1.830776661 -1.730776661
2175.5 542.5 -2.071 -2.071 -2.061 -1.941207997 -1.742834939 -1.742834939 -1.642834939
2175.5 543.5 -1.97 -1.97 -1.96 -1.864272832 -1.664272832 -1.664272832 -1.564272832
2175.5 544.5 -1.921 -1.921 -1.911 -1.779134014 -1.579134014 -1.576146746 -1.476146746
2175.5 545.5 -1.85 -1.85 -1.84 -1.674542145 -1.474542145 -1.474542145 -1.374542145
2175.5 546.5 -1.809 -1.57058532 -1.57058532 -1.57058532 -1.378210886 -1.378210886 -1.289287372
2175.5 547.5 -1.803 -1.510751392 -1.510751392 -1.510751392 -1.314263638 -1.314263638 -1.249128501
2175.5 548.5 -1.788 -1.52841965 -1.52841965 -1.512886639 -1.317581042 -1.293671646 -1.25890319
2175.5 549.5 -1.786 -1.606925629 -1.567873933 -1.567873933 -1.520089328 -1.316233712 -1.307746203
2175.5 550.5 -1.797 -1.787 -1.656986545 -1.656986545 -1.656986545 -1.379817454 -1.379817454
2175.5 551.5 -1.822 -1.812 -1.796504068 -1.796504068 -1.796504068 -1.475465867 -1.475465867
2175.5 552.5 -2.058 -2.058 -2.058 -2.058 -2.058 -1.59514048 -1.59514048
2175.5 553.5 -2.303 -2.303 -2.303 -2.303 -2.303 -1.703 -1.681766315
2175.5 554.5 -2.163 -2.163 -2.163 -2.163 -2.163 -1.656298445 -1.656298445
2175.5 555.5 -2.05 -2.05 -2.05 -2.05 -2.05 -1.53908376 -1.53908376
2175.5 556.5 -1.948 -1.948 -1.948 -1.948 -1.948 -1.406367859 -1.406367859
2175.5 557.5 -1.881 -1.881 -1.881 -1.881 -1.881 -1.295254299 -1.295254299
2175.5 558.5 -1.843 -1.833 -1.806694301 -1.806694301 -1.806694301 -1.210034266 -1.210034266
2175.5 559.5 -1.826 -1.816 -1.72906071 -1.72906071 -1.72906071 -1.12906071 -1.12906071
2175.5 560.5 -1.822 -1.777042434 -1.690960984 -1.652872208 -1.652872208 -1.053778393 -1.053778393
2175.5 561.5 -1.822 -1.788708186 -1.75076272 -1.584851831 -1.566316556 -0.991681673 -0.991681673
2175.5 562.5 -1.822 -1.812 -1.634985761 -1.536238656 -1.536238656 -0.9462768215 -0.9462768215
2175.5 563.5 -1.818 -1.806076761 -1.583864419 -1.508872465 -1.508872465 -0.9187615841 -0.9187615841
2175.5 564.5 -1.823 -1.776685484 -1.49237088 -1.49237088 -1.49237088 -0.9104629704 -0.9104629704
2175.5 565.5 -1.826 -1.816 -1.48439007 -1.48439007 -1.48439007 -0.9259619056 -0.9259619056
2175.5 566.5 -1.829 -1.819 -1.503682319 -1.503682319 -1.503682319 -0.9725890907 -0.9725890907
2175.5 567.5 -1.838 -1.828 -1.571498661 -1.571498661 -1.571498661 -1.052824285 -1.052824285
2175.5 568.5 -1.842 -1.832 -1.687280931 -1.687280931 -1.687280931 -1.154120416 -1.154120416
2176.5 436 -2.942 -2.942 -2.942 -2.499346153 -2.350092517 -2.350092517 -2.250092517
2176.5 536.5 -2.854 -2.854 -2.854 -2.783550232 -2.783550232 -2.598108137 -2.503089665
2176.5 537.5 -2.879 -2.879 -2.869 -2.669873923 -2.469873923 -2.45552537 -2.356394282
2176.5 538.5 -2.592 -2.592 -2.533128505 -2.510512803 -2.373331261 -2.303170003 -2.20755563
2176.5 539.5 -2.426 -2.426 -2.416 -2.367824086 -2.167824086 -2.163042667 -2.063042667
2176.5 540.5 -2.273 -2.273 -2.229878495 -2.229878495 -2.132480185 -2.030219985 -1.930219985
2176.5 541.5 -2.174 -2.174 -2.164 -2.126246338 -1.926246338 -1.912117723 -1.812117723
2176.5 542.5 -2.121 -2.121 -2.111 -2.031371668 -1.831371668 -1.800947029 -1.700947029
2176.5 543.5 -2.003 -2.003 -1.993 -1.92435687 -1.72435687 -1.6895114 -1.5895114
2176.5 544.5 -1.895 -1.895 -1.885 -1.797532425 -1.597532425 -1.572457164 -1.472457164
2176.5 545.5 -1.817 -1.659051507 -1.659051507 -1.659051507 -1.459051507 -1.456659483 -1.356659483
2176.5 546.5 -1.785 -1.557178564 -1.553633029 -1.553633029 -1.35482573 -1.35482573 -1.271563063
2176.5 547.5 -1.779 -1.490824773 -1.490824773 -1.490824773 -1.290824773 -1.289488122 -1.231615236
2176.5 548.5 -1.774 -1.477839913 -1.477839913 -1.477839913 -1.284646999 -1.271469749 -1.241214065
2176.5 549.5 -1.769 -1.512320753 -1.512320753 -1.512320753 -1.43479861 -1.303989738 -1.295719267
2176.5 550.5 -1.774 -1.700627079 -1.585684094 -1.585684094 -1.585684094 -1.38451309 -1.38451309
2176.5 551.5 -1.789 -1.779 -1.696657635 -1.696657635 -1.696657635 -1.500924758 -1.500924758
2176.5 552.5 -1.865 -1.865 -1.865 -1.865 -1.865 -1.637142215 -1.637142215
2176.5 553.5 -2.134 -2.134 -2.134 -2.134 -2.134 -1.762303419 -1.762303419
2176.5 554.5 -2.42 -2.42 -2.42 -2.42 -2.42 -1.82 -1.79705751
2176.5 555.5 -2.284 -2.284 -2.284 -2.284 -2.284 -1.697189199 -1.697189199
2176.5 556.5 -2.081 -2.081 -2.081 -2.081 -2.081 -1.528011785 -1.528011785
2176.5 557.5 -1.957 -1.957 -1.957 -1.957 -1.957 -1.366596245 -1.366596245
2176.5 558.5 -1.875 -1.865 -1.835841484 -1.835841484 -1.835841484 -1.236553622 -1.236553622
2176.5 559.5 -1.836 -1.826 -1.734168611 -1.734168611 -1.734168611 -1.136691845 -1.136691845
2176.5 560.5 -1.824 -1.774965896 -1.661301807 -1.644818251 -1.644818251 -1.060118935 -1.060118935
2176.5 561.5 -1.824 -1.763149807 -1.763149807 -1.577258075 -1.502325558 -1.005508082 -1.005508082
2176.5 562.5 -1.83 -1.818763858 -1.763798052 -1.540914156 -1.464532168 -0.9718921998 -0.9718921998
2176.5 563.5 -1.828 -1.818 -1.618796645 -1.532191199 -1.532191199 -0.9575733154 -0.9575733154
2176.5 564.5 -1.834 -1.811657591 -1.548592966 -1.548592966 -1.548592966 -0.9635047372 -0.9635047372
2176.5 565.5 -1.85 -1.84 -1.588910015 -1.588910015 -1.588910015 -0.9947753529 -0.9947753529
2176.5 566.5 -1.872 -1.872 -1.872 -1.660270917 -1.660270917 -1.060270917 -1.060270917
2176.5 567.5 -1.881 -1.881 -1.881 -1.766164093 -1.766164093 -1.166164093 -1.166164093
2176.5 568.5 -1.913 -1.913 -1.913 -1.913 -1.913 -1.313 -1.279899431
2177.5 436 -2.495 -2.495 -2.495 -2.259551678 -2.240818455 -2.154240047 -2.054240047
2177.5 536.5 -2.7 -2.7 -2.69 -2.69 -2.61494669 -2.53615588 -2.447742401
2177.5 537.5 -2.711 -2.711 -2.701 -2.67481398 -2.47481398 -2.451445925 -2.351445925
2177.5 538.5 -2.588 -2.588 -2.578 -2.578 -2.378 -2.336757136 -2.236757136
2177.5 539.5 -2.474 -2.474 -2.464 -2.451962462 -2.251962462 -2.206264839 -2.106264839
2177.5 540.5 -2.391 -2.391 -2.391 -2.334745385 -2.134745385 -2.078161603 -1.978161603
2177.5 541.5 -2.392 -2.392 -2.392 -2.224537802 -2.024537802 -1.949668401 -1.849668401
2177.5 542.5 -2.215 -2.215 -2.215 -2.086991069 -1.886991069 -1.812783645 -1.712783645
2177.5 543.5 -2.234 -2.234 -2.234 -1.931879638 -1.731879638 -1.668081757 -1.568081757
2177.5 544.5 -1.863 -1.863 -1.863 -1.754077863 -1.754077863 -1.524980838 -1.425975575
2177.5 545.5 -1.772 -1.612332339 -1.612332339 -1.612332339 -1.412332339 -1.404398399 -1.30710073
2177.5 546.5 -1.768 -1.511425066 -1.511425066 -1.511425066 -1.311425066 -1.306782581 -1.225818577
2177.5 547.5 -1.768 -1.450638042 -1.450638042 -1.450638042 -1.320884022 -1.244758122 -1.188413274
2177.5 548.5 -1.769 -1.425992937 -1.425992937 -1.425992937 -1.326613423 -1.228434216 -1.19608785
2177.5 549.5 -1.762 -1.437345484 -1.437345484 -1.437345484 -1.365794944 -1.260756253 -1.246984582
2177.5 550.5 -1.773 -1.532589779 -1.485364608 -1.485364608 -1.485364608 -1.338820633 -1.336292227
2177.5 551.5 -1.773 -1.698247732 -1.56980373 -1.56980373 -1.56980373 -1.455339599 -1.455339599
2177.5 552.5 -1.815 -1.805 -1.704377198 -1.704377198 -1.704377198 -1.593130751 -1.593130751
2177.5 553.5 -1.959 -1.959 -1.959 -1.959 -1.959 -1.732545637 -1.732545637
2177.5 554.5 -2.443 -2.443 -2.443 -2.443 -2.443 -1.843 -1.825969593
2177.5 555.5 -2.435 -2.435 -2.435 -2.435 -2.408409783 -1.808409783 -1.783908581
2177.5 556.5 -2.158 -2.158 -2.158 -2.158 -2.148 -1.617794883 -1.617794883
2177.5 557.5 -2.005 -2.005 -2.005 -2.005 -2.005 -1.434496073 -1.434496073
2177.5 558.5 -1.905 -1.895 -1.888708557 -1.888708557 -1.888708557 -1.288708557 -1.288708557
2177.5 559.5 -1.84 -1.83 -1.768533503 -1.768533503 -1.768533503 -1.178406325 -1.178406325
2177.5 560.5 -1.828 -1.760920219 -1.67477346 -1.67477346 -1.67307876 -1.104505362 -1.104505362
2177.5 561.5 -1.835 -1.734419661 -1.734419661 -1.617431537 -1.441407889 -1.063242561 -1.063242561
2177.5 562.5 -1.854 -1.854 -1.854 -1.600710115 -1.400710115 -1.0484312 -1.048205845
2177.5 563.5 -1.84 -1.83 -1.721114085 -1.610775262 -1.564255408 -1.053422981 -1.053422981
2177.5 564.5 -1.847 -1.821954953 -1.720670132 -1.658455219 -1.658455219 -1.077777735 -1.077777735
2177.5 565.5 -1.913 -1.913 -1.913 -1.753932417 -1.725881668 -1.125881668 -1.125881668
2177.5 566.5 -2.054 -2.054 -2.054 -1.887303049 -1.801149293 -1.201149293 -1.201149293
2177.5 567.5 -1.986 -1.986 -1.986 -1.986 -1.897356551 -1.297356551 -1.294532779
2177.5 568.5 -1.933 -1.933 -1.933 -1.933 -1.923 -1.383725067 -1.383725067
2178.5 436 -2.326 -2.326 -2.213293756 -2.056703165 -1.953168361 -1.953168361 -1.853168361
2178.5 536.5 -2.6 -2.6 -2.59 -2.513720191 -2.382580176 -2.382580176 -2.322040715
2178.5 537.5 -2.689 -2.689 -2.679 -2.555525839 -2.355525839 -2.345572046 -2.250240973
2178.5 538.5 -2.584 -2.584 -2.574 -2.548785007 -2.348785007 -2.267837375 -2.167837375
2178.5 539.5 -2.548 -2.548 -2.548 -2.463169949 -2.263169949 -2.161620053 -2.061620053
2178.5 540.5 -2.424 -2.424 -2.424 -2.339302197 -2.139302197 -2.040608039 -1.940608039
2178.5 541.5 -2.252 -2.252 -2.252 -2.193377058 -1.993377058 -1.904786048 -1.804786048
2178.5 542.5 -2.031 -2.031 -2.031 -2.021 -1.973777153 -1.754999708 -1.654999708
2178.5 543.5 -1.922 -1.922 -1.922 -1.851488362 -1.651488362 -1.598587397 -1.498587397
2178.5 544.5 -1.815 -1.815 -1.815 -1.677151124 -1.477151124 -1.44904277 -1.34904277
2178.5 545.5 -1.771 -1.534872873 -1.534872873 -1.534872873 -1.334872873 -1.325830775 -1.228265089
2178.5 546.5 -1.761 -1.439729053 -1.439729053 -1.439729053 -1.239729053 -1.235065491 -1.150759311
2178.5 547.5 -1.756 -1.405734778 -1.384854233 -1.384854233 -1.292113933 -1.180876239 -1.116672106
2178.5 548.5 -1.755 -1.385114127 -1.354174829 -1.354174829 -1.330581378 -1.166234785 -1.120798568
2178.5 549.5 -1.751 -1.343804978 -1.343804978 -1.343804978 -1.298126478 -1.190548529 -1.159253312
2178.5 550.5 -1.755 -1.363779554 -1.362855217 -1.362855217 -1.335910131 -1.251226636 -1.231273145
2178.5 551.5 -1.756 -1.507321286 -1.428648092 -1.428648092 -1.428648092 -1.344840959 -1.335356094
2178.5 552.5 -1.782 -1.741549282 -1.562773972 -1.562773972 -1.562773972 -1.462677945 -1.462677945
2178.5 553.5 -1.83 -1.82 -1.784775498 -1.784775498 -1.784775498 -1.59377758 -1.59377758
2178.5 554.5 -2.085 -2.085 -2.085 -2.085 -2.085 -1.711339521 -1.711339521
2178.5 555.5 -2.398 -2.398 -2.398 -2.398 -2.398 -1.798 -1.728860963
2178.5 556.5 -2.112 -2.112 -2.112 -2.112 -2.112 -1.622735718 -1.622735718
2178.5 557.5 -2.058 -2.058 -2.058 -2.058 -2.058 -1.471693181 -1.471693181
2178.5 558.5 -1.954 -1.954 -1.954 -1.954 -1.954 -1.354 -1.354
2178.5 559.5 -1.84 -1.83 -1.820329969 -1.820329969 -1.820329969 -1.252431857 -1.252431857
2178.5 560.5 -1.834 -1.809647079 -1.751756215 -1.749547771 -1.749547771 -1.190648143 -1.190648143
2178.5 561.5 -1.84 -1.792307992 -1.787564522 -1.709991414 -1.600393385 -1.167163685 -1.165396628
2178.5 562.5 -1.846 -1.821265985 -1.80554294 -1.703829598 -1.503829598 -1.173197734 -1.171128613
2178.5 563.5 -1.858 -1.858 -1.818681513 -1.72337784 -1.568034952 -1.19955037 -1.1988746
2178.5 564.5 -1.877 -1.877 -1.867 -1.779890042 -1.743465742 -1.241510001 -1.241510001
2178.5 565.5 -1.902 -1.902 -1.890005323 -1.890005323 -1.890005323 -1.298192116 -1.298192116
2178.5 566.5 -2.038 -2.038 -2.038 -2.038 -1.967060397 -1.367060397 -1.367060397
2178.5 567.5 -2.001 -2.001 -2.001 -2.001 -1.991 -1.429759867 -1.429759867
2178.5 568.5 -1.896 -1.886 -1.849013918 -1.849013918 -1.849013918 -1.488975714 -1.488975714
2179.5 436 -2.104 -2.104 -2.094 -1.919428606 -1.778984366 -1.778984366 -1.678984366
2179.5 536.5 -2.394 -2.394 -2.394 -2.22656347 -2.22656347 -2.164541891 -2.147397136
2179.5 537.5 -2.775 -2.775 -2.775 -2.310936892 -2.310936892 -2.147495592 -2.085712548
2179.5 538.5 -2.465 -2.465 -2.465 -2.36501442 -2.228949659 -2.101715421 -2.017237452
2179.5 539.5 -2.352 -2.352 -2.352 -2.342 -2.342 -2.030817252 -1.93382245
2179.5 540.5 -2.259 -2.259 -2.259 -2.248967057 -2.048967057 -1.930153565 -1.830153565
2179.5 541.5 -2.148 -2.148 -2.148 -2.092718884 -1.892718884 -1.800813085 -1.700813085
2179.5 542.5 -2.024 -2.024 -2.024 -1.908233143 -1.708233143 -1.65048291 -1.55048291
2179.5 543.5 -1.87 -1.87 -1.87 -1.72612666 -1.52612666 -1.496023013 -1.396023013
2179.5 544.5 -1.799 -1.799 -1.799 -1.565529457 -1.365529457 -1.35296682 -1.25296682
2179.5 545.5 -1.755 -1.435843905 -1.435843905 -1.435843905 -1.236076199 -1.236076199 -1.137405095
2179.5 546.5 -1.748 -1.356824744 -1.356824744 -1.356824744 -1.15861718 -1.15861718 -1.067592736
2179.5 547.5 -1.746 -1.324339272 -1.315498123 -1.315498123 -1.136529914 -1.117616472 -1.038493396
2179.5 548.5 -1.745 -1.341263232 -1.284768063 -1.284768063 -1.171649975 -1.10480556 -1.037567478
2179.5 549.5 -1.74 -1.302387666 -1.256397846 -1.256397846 -1.155708973 -1.114449786 -1.05641161
2179.5 550.5 -1.736 -1.244891901 -1.244891901 -1.244891901 -1.14580606 -1.14580606 -1.096307971
2179.5 551.5 -1.733 -1.315959056 -1.308018706 -1.279094455 -1.217829723 -1.201661451 -1.16343067
2179.5 552.5 -1.739 -1.54267422 -1.386402457 -1.386402457 -1.386402457 -1.28244379 -1.25900029
2179.5 553.5 -1.753 -1.712082457 -1.570768645 -1.570768645 -1.570768645 -1.381492602 -1.372791683
2179.5 554.5 -1.779 -1.779 -1.779 -1.779 -1.779 -1.481342714 -1.481342714
2179.5 555.5 -1.828 -1.828 -1.828 -1.828 -1.828 -1.544924051 -1.544924051
2179.5 556.5 -1.865 -1.865 -1.865 -1.865 -1.865 -1.522016423 -1.522016423
2179.5 557.5 -1.929 -1.929 -1.929 -1.929 -1.929 -1.463286911 -1.463286911
2179.5 558.5 -1.884 -1.884 -1.884 -1.884 -1.884 -1.403286068 -1.403286068
2179.5 559.5 -1.871 -1.871 -1.871 -1.871 -1.861 -1.349811274 -1.349811274
2179.5 560.5 -1.889 -1.879 -1.879 -1.869402805 -1.844842652 -1.321659884 -1.311852746
2179.5 561.5 -1.88 -1.87 -1.87 -1.87 -1.852425367 -1.318942846 -1.303487753
2179.5 562.5 -1.867 -1.857 -1.835264909 -1.835264909 -1.773527438 -1.338706759 -1.328471524
2179.5 563.5 -1.904 -1.904 -1.844034626 -1.833884974 -1.759202951 -1.379286275 -1.375735887
2179.5 564.5 -1.941 -1.941 -1.931 -1.88033566 -1.818093506 -1.437515705 -1.432635928
2179.5 565.5 -1.962 -1.962 -1.962 -1.962 -1.962 -1.503109644 -1.492998758
2179.5 566.5 -2.047 -2.047 -2.047 -2.047 -2.047 -1.562075611 -1.553469241
2179.5 567.5 -1.97 -1.96 -1.96 -1.96 -1.96 -1.607261169 -1.607261169
2179.5 568.5 -1.912 -1.902 -1.826497737 -1.826497737 -1.826497737 -1.654010023 -1.654010023
2180.5 436 -1.898 -1.898 -1.888 -1.815858556 -1.639078981 -1.639078981 -1.539078981
2180.5 536.5 -1.963 -1.963 -1.963 -1.953 -1.953 -1.953 -1.953
2180.5 537.5 -2.073 -2.073 -2.073 -2.052110507 -1.941581834 -1.941581834 -1.893516885
2180.5 538.5 -2.1 -2.1 -2.1 -2.09 -2.09 -1.911346311 -1.831406153
2180.5 539.5 -2.466 -2.466 -2.466 -2.210607375 -2.010607375 -1.863212838 -1.763212838
2180.5 540.5 -2.377 -2.377 -2.377 -2.170728769 -1.970728769 -1.773841189 -1.673841189
2180.5 541.5 -1.928 -1.928 -1.928 -1.918 -1.722247163 -1.651509016 -1.551509016
2180.5 542.5 -1.776 -1.776 -1.776 -1.731458204 -1.531458204 -1.515387568 -1.415387568
2180.5 543.5 -1.713 -1.617462178 -1.617462178 -1.566543772 -1.37761102 -1.37761102 -1.27761102
2180.5 544.5 -1.718 -1.468825528 -1.468825528 -1.434018979 -1.258267017 -1.258267017 -1.158267017
2180.5 545.5 -1.728 -1.345423227 -1.345423227 -1.345423227 -1.168831832 -1.168831832 -1.068831832
2180.5 546.5 -1.734 -1.302140269 -1.302140269 -1.302140269 -1.114350413 -1.114350413 -1.01654893
2180.5 547.5 -1.739 -1.410780762 -1.400324991 -1.279866112 -1.088043158 -1.088043158 -0.9949620679
2180.5 548.5 -1.746 -1.457202464 -1.404074058 -1.25170106 -1.07406962 -1.07406962 -0.9859109267
2180.5 549.5 -1.741 -1.355572697 -1.30788093 -1.208557762 -1.062011907 -1.062011907 -0.9782145328
2180.5 550.5 -1.738 -1.165091291 -1.165091291 -1.165091291 -1.054892898 -1.054892898 -0.9758235287
2180.5 551.5 -1.736 -1.198563896 -1.198563896 -1.148272442 -1.063137461 -1.063137461 -0.9909259494
