N E Topografia b-sedidmentos b-basalto b-and-cuater b-toba b-and-terc b-lechos
2180.5 552.5 -1.736 -1.431227001 -1.267362882 -1.186437246 -1.117181381 -1.096134461 -1.034480297
2180.5 553.5 -1.737 -1.492517686 -1.358088067 -1.287841163 -1.255747308 -1.155959154 -1.110025454
2180.5 554.5 -1.74 -1.58100106 -1.419736647 -1.419736647 -1.419736647 -1.234601133 -1.209423582
2180.5 555.5 -1.739 -1.729 -1.53615801 -1.53615801 -1.53615801 -1.312274755 -1.310307578
2180.5 556.5 -1.768 -1.758 -1.686435866 -1.686435866 -1.686435866 -1.378797434 -1.378797434
2180.5 557.5 -1.793 -1.793 -1.793 -1.793 -1.793 -1.420707261 -1.420707261
2180.5 558.5 -1.858 -1.858 -1.858 -1.858 -1.858 -1.446997093 -1.446997093
2180.5 559.5 -1.907 -1.907 -1.907 -1.907 -1.907 -1.473353932 -1.453417447
2180.5 560.5 -1.986 -1.986 -1.986 -1.986 -1.872281539 -1.495162195 -1.453101543
2180.5 561.5 -2.106 -2.106 -2.106 -2.106 -1.918056745 -1.512874861 -1.46739702
2180.5 562.5 -1.982 -1.982 -1.972 -1.972 -1.972 -1.53425592 -1.505831172
2180.5 563.5 -1.953 -1.953 -1.924005463 -1.924005463 -1.924005463 -1.573701905 -1.562052906
2180.5 564.5 -2.019 -2.019 -1.958682148 -1.958682148 -1.958682148 -1.643219407 -1.625465242
2180.5 565.5 -2.033 -2.033 -2.023 -2.023 -2.023 -1.728521015 -1.689270427
2180.5 566.5 -2.094 -2.094 -2.094 -2.094 -1.894 -1.80706569 -1.751902088
2180.5 567.5 -2.098 -2.098 -2.088 -2.074062838 -2.003549024 -1.856077336 -1.812572033
2180.5 568.5 -1.984 -1.974 -1.974 -1.974 -1.974 -1.890976741 -1.871564153
2181.5 436 -1.955 -1.955 -1.945 -1.71359516 -1.51359516 -1.51359516 -1.41359516
2181.5 536.5 -1.856 -1.856 -1.846 -1.776350848 -1.769982957 -1.769982957 -1.762939786
2181.5 537.5 -1.879 -1.869 -1.846377503 -1.846377503 -1.77966494 -1.751248085 -1.700739821
2181.5 538.5 -1.937 -1.927 -1.927 -1.927 -1.87399218 -1.722102957 -1.638550339
2181.5 539.5 -2.171 -2.171 -2.171 -2.05460686 -1.85460686 -1.673458054 -1.573458054
2181.5 540.5 -2.161 -2.161 -2.161 -2.053012298 -1.853012298 -1.592745436 -1.492745436
2181.5 541.5 -1.843 -1.843 -1.843 -1.80671752 -1.60671752 -1.492643752 -1.392643752
2181.5 542.5 -1.836 -1.836 -1.836 -1.602274422 -1.402274422 -1.387965961 -1.287965961
2181.5 543.5 -1.743 -1.450489239 -1.450489239 -1.450489239 -1.286137057 -1.286137057 -1.186137057
2181.5 544.5 -1.708 -1.360285236 -1.360285236 -1.360285236 -1.21287045 -1.21287045 -1.11287045
2181.5 545.5 -1.709 -1.326437875 -1.326437875 -1.326437875 -1.169442321 -1.169442321 -1.069442321
2181.5 546.5 -1.716 -1.419189282 -1.419189282 -1.324919164 -1.146370036 -1.146370036 -1.046370036
2181.5 547.5 -1.742 -1.660269833 -1.652871703 -1.319228555 -1.132613363 -1.132613363 -1.032613363
2181.5 548.5 -1.795 -1.699124946 -1.680163287 -1.288224243 -1.106179524 -1.106179524 -1.006382719
2181.5 549.5 -1.787 -1.511819419 -1.511819419 -1.227601575 -1.062659922 -1.062659922 -0.9638338979
2181.5 550.5 -1.758 -1.268602317 -1.268602317 -1.153346773 -1.013797186 -1.013797186 -0.9163163629
2181.5 551.5 -1.748 -1.100609493 -1.100609493 -1.085275792 -0.9742746652 -0.9742746652 -0.8789590283
2181.5 552.5 -1.748 -1.046150655 -1.046150655 -1.046150655 -0.9581011532 -0.9581011532 -0.8667700206
2181.5 553.5 -1.747 -1.063941673 -1.063941673 -1.063941673 -0.9778075429 -0.9778075429 -0.8939134839
2181.5 554.5 -1.739 -1.163749806 -1.163749806 -1.163749806 -1.040649728 -1.040649728 -0.9688497259
2181.5 555.5 -1.741 -1.731 -1.588958383 -1.348182304 -1.148182304 -1.141168105 -1.085001519
2181.5 556.5 -1.751 -1.741 -1.582665945 -1.582665945 -1.582665945 -1.252125696 -1.218086773
2181.5 557.5 -1.801 -1.801 -1.801 -1.801 -1.801 -1.362775549 -1.34424076
2181.5 558.5 -1.934 -1.934 -1.934 -1.934 -1.934 -1.482613385 -1.451541674
2181.5 559.5 -2.017 -2.017 -2.017 -2.017 -2.017 -1.599696479 -1.536389245
2181.5 560.5 -2.049 -2.039 -2.039 -2.039 -1.839 -1.684192186 -1.601235819
2181.5 561.5 -2.216 -2.216 -2.216 -2.216 -2.016 -1.728362801 -1.647440094
2181.5 562.5 -2.147 -2.147 -2.147 -2.147 -2.036364243 -1.745513686 -1.686975963
2181.5 563.5 -2.033 -2.033 -2.023 -2.023 -2.023 -1.767863552 -1.733381463
2181.5 564.5 -2.072 -2.072 -2.046935927 -2.046935927 -2.046935927 -1.834074238 -1.791896118
2181.5 565.5 -2.162 -2.162 -2.152 -2.152 -1.952 -1.941145368 -1.863738205
2181.5 566.5 -2.266 -2.266 -2.256 -2.255869432 -2.055869432 -2.047061326 -1.947061326
2181.5 567.5 -2.338 -2.338 -2.338 -2.317722148 -2.117722148 -2.117722148 -2.026015241
2181.5 568.5 -2.309 -2.309 -2.309 -2.299 -2.165225102 -2.165225102 -2.09479711
2182.5 436 -1.913 -1.913 -1.903 -1.563880723 -1.363880723 -1.355441732 -1.255441732
2182.5 536.5 -1.846 -1.846 -1.667792221 -1.667792221 -1.667792221 -1.621803398 -1.596426961
2182.5 537.5 -1.823 -1.823 -1.793372808 -1.715146795 -1.59347218 -1.59347218 -1.530904016
2182.5 538.5 -1.86 -1.86 -1.85 -1.768355014 -1.568355014 -1.554900499 -1.465247095
2182.5 539.5 -1.845 -1.845 -1.796832076 -1.796832076 -1.796832076 -1.496214581 -1.397613545
2182.5 540.5 -1.837 -1.827 -1.750087283 -1.750087283 -1.750087283 -1.42327911 -1.325495714
2182.5 541.5 -1.754 -1.744 -1.709571742 -1.626213146 -1.426213146 -1.353218597 -1.253218597
2182.5 542.5 -1.734 -1.718321529 -1.718321529 -1.496508669 -1.296508669 -1.28912726 -1.18912726
2182.5 543.5 -1.731 -1.416820732 -1.416820732 -1.416820732 -1.242935884 -1.242935884 -1.142935884
2182.5 544.5 -1.72 -1.399055779 -1.399055779 -1.399055779 -1.240158601 -1.240158601 -1.140158601
2182.5 545.5 -1.717 -1.428764733 -1.428764733 -1.428764733 -1.272952805 -1.272952805 -1.172952805
2182.5 546.5 -1.743 -1.681357785 -1.681357785 -1.465786381 -1.298404572 -1.298404572 -1.198404572
2182.5 547.5 -1.834 -1.824 -1.824 -1.463929844 -1.282669207 -1.282669207 -1.182669207
2182.5 548.5 -1.925 -1.883530129 -1.883530129 -1.411362509 -1.218867365 -1.218867365 -1.118867365
2182.5 549.5 -1.911 -1.866575265 -1.866575265 -1.322128491 -1.13380253 -1.13380253 -1.03380253
2182.5 550.5 -1.832 -1.666983151 -1.666983151 -1.227035853 -1.049106129 -1.049106129 -0.9491061294
2182.5 551.5 -1.786 -1.136402065 -1.136402065 -1.136402065 -0.9759846371 -0.9759846371 -0.8759846371
2182.5 552.5 -1.762 -1.051196332 -1.051196332 -1.051196332 -0.9229870725 -0.9229870725 -0.8229870725
2182.5 553.5 -1.749 -0.9974454295 -0.9974454295 -0.9974454295 -0.9060945431 -0.9060945431 -0.8060945431
2182.5 554.5 -1.744 -1.053478116 -1.053478116 -1.053478116 -0.9432616947 -0.9432616947 -0.8432616947
2182.5 555.5 -1.749 -1.749 -1.739 -1.236734488 -1.036734488 -1.036734488 -0.9383214576
2182.5 556.5 -1.75 -1.75 -1.74 -1.482318043 -1.282318043 -1.164167084 -1.077238014
2182.5 557.5 -1.802 -1.802 -1.802 -1.802 -1.802 -1.305642121 -1.236334437
2182.5 558.5 -2.049 -2.049 -2.049 -2.049 -2.049 -1.477961359 -1.404072276
2182.5 559.5 -2.17 -2.17 -2.17 -2.17 -2.17 -1.667000978 -1.573550965
2182.5 560.5 -2.317 -2.317 -2.317 -2.317 -2.317 -1.828654253 -1.728654253
2182.5 561.5 -2.311 -2.311 -2.311 -2.301 -2.101 -1.917880661 -1.817880661
2182.5 562.5 -2.268 -2.268 -2.268 -2.243448717 -2.043448717 -1.93454384 -1.844603405
2182.5 563.5 -2.13 -2.13 -2.12 -2.12 -2.12 -1.930054771 -1.862307289
2182.5 564.5 -2.141 -2.141 -2.113880936 -2.113880936 -2.113880936 -1.9649962 -1.900755456
2182.5 565.5 -2.253 -2.253 -2.243 -2.236758145 -2.062634657 -2.062634657 -1.975099889
2182.5 566.5 -2.429 -2.429 -2.419 -2.415373045 -2.215373045 -2.189739709 -2.089739709
2182.5 567.5 -2.59 -2.59 -2.58 -2.554122825 -2.354122825 -2.294874022 -2.194874022
2182.5 568.5 -2.628 -2.628 -2.628 -2.557677048 -2.357677048 -2.357677048 -2.257677048
2183.5 436 -1.951 -1.951 -1.941 -1.342557877 -1.142557877 -1.135612219 -1.035612219
2183.5 536.5 -1.874 -1.874 -1.864 -1.629467079 -1.523500377 -1.523500377 -1.467960052
2183.5 537.5 -1.802 -1.802 -1.76894121 -1.62731999 -1.479003022 -1.479003022 -1.401361633
2183.5 538.5 -1.757 -1.757 -1.736408727 -1.627671826 -1.429507672 -1.429507672 -1.335630948
2183.5 539.5 -1.746 -1.746 -1.736 -1.605424912 -1.405424912 -1.37211839 -1.27211839
2183.5 540.5 -1.724 -1.724 -1.714 -1.552118119 -1.352118119 -1.312453657 -1.212453657
2183.5 541.5 -1.712 -1.712 -1.702 -1.491483583 -1.291483583 -1.264533622 -1.164533622
2183.5 542.5 -1.713 -1.713 -1.703 -1.444086904 -1.244086904 -1.238306017 -1.138306017
2183.5 543.5 -1.716 -1.716 -1.706 -1.450559827 -1.250559827 -1.250559827 -1.150559827
2183.5 544.5 -1.721 -1.721 -1.711 -1.526912669 -1.326912669 -1.326912669 -1.226912669
2183.5 545.5 -1.756 -1.756 -1.746 -1.63138097 -1.468777763 -1.468777763 -1.368777763
2183.5 546.5 -1.847 -1.847 -1.837 -1.705199409 -1.585278409 -1.585278409 -1.485278409
2183.5 547.5 -2.027 -2.027 -2.017 -1.689312265 -1.525910808 -1.525910808 -1.425910808
2183.5 548.5 -2.117 -2.117 -2.107 -1.597155008 -1.397155008 -1.397155008 -1.297155008
2183.5 549.5 -2.096 -2.096 -2.079813041 -1.479813041 -1.279813041 -1.272894687 -1.172894687
2183.5 550.5 -1.997 -1.997 -1.973979675 -1.373979675 -1.173979675 -1.168446416 -1.068446416
2183.5 551.5 -1.896 -1.896 -1.886 -1.286 -1.086 -1.085763709 -0.9857637086
2183.5 552.5 -1.832 -1.832 -1.819581498 -1.219581498 -1.019581498 -1.019581498 -0.9195814985
2183.5 553.5 -1.795 -1.128229845 -1.128229845 -1.128229845 -0.9785898564 -0.9785898564 -0.8785898564
2183.5 554.5 -1.762 -1.12150347 -1.12150347 -1.12150347 -0.9788913889 -0.9788913889 -0.8788913889
2183.5 555.5 -1.746 -1.202734232 -1.202734232 -1.202734232 -1.021237342 -1.021237342 -0.9212373417
2183.5 556.5 -1.743 -1.343512119 -1.343512119 -1.343512119 -1.143512119 -1.109477088 -1.009477088
2183.5 557.5 -1.744 -1.586874017 -1.586874017 -1.586874017 -1.386874017 -1.241494391 -1.141494391
2183.5 558.5 -1.85 -1.85 -1.85 -1.85 -1.85 -1.422017416 -1.324482336
2183.5 559.5 -2.012 -2.012 -2.012 -2.012 -2.012 -1.639040201 -1.545134641
2183.5 560.5 -2.466 -2.466 -2.466 -2.466 -2.466 -1.866 -1.766
2183.5 561.5 -2.609 -2.609 -2.609 -2.609 -2.609 -2.009 -1.909
2183.5 562.5 -2.395 -2.395 -2.395 -2.395 -2.395 -2.035110985 -1.935110985
2183.5 563.5 -2.287 -2.287 -2.277 -2.247369799 -2.047369799 -2.027083325 -1.927724746
2183.5 564.5 -2.216 -2.216 -2.175468778 -2.175468778 -2.142268599 -2.030057409 -1.938577319
2183.5 565.5 -2.315 -2.315 -2.305 -2.242927644 -2.086838147 -2.086838147 -1.990514061
2183.5 566.5 -2.477 -2.477 -2.467 -2.404429946 -2.204429946 -2.190178073 -2.090178073
2183.5 567.5 -2.695 -2.695 -2.685 -2.514139406 -2.314139406 -2.28047588 -2.18047588
2183.5 568.5 -2.83 -2.83 -2.82 -2.534228422 -2.334228422 -2.334228422 -2.234228422
2184.5 436 -1.836 -1.836 -1.667948448 -1.067948448 -0.8679484481 -0.8679484481 -0.7679484481
2184.5 536.5 -1.798 -1.798 -1.71142371 -1.600516634 -1.600516634 -1.461872023 -1.382511238
2184.5 537.5 -1.77 -1.77 -1.741338127 -1.576155491 -1.427664921 -1.412430558 -1.322004839
2184.5 538.5 -1.74 -1.74 -1.73 -1.547584527 -1.360149442 -1.360149442 -1.262465048
2184.5 539.5 -1.714 -1.714 -1.704 -1.506830702 -1.306830702 -1.306830702 -1.206830702
2184.5 540.5 -1.702 -1.702 -1.692 -1.458589465 -1.258589465 -1.258589465 -1.158589465
2184.5 541.5 -1.687 -1.687 -1.677 -1.42740934 -1.22740934 -1.22740934 -1.12740934
2184.5 542.5 -1.679 -1.679 -1.669 -1.430586335 -1.230586335 -1.230586335 -1.130586335
2184.5 543.5 -1.69 -1.660229399 -1.660229399 -1.489500353 -1.289500353 -1.289500353 -1.189500353
2184.5 544.5 -1.735 -1.62014466 -1.62014466 -1.62014466 -1.427875307 -1.427875307 -1.327875307
2184.5 545.5 -1.826 -1.826 -1.816 -1.789710323 -1.659748301 -1.659748301 -1.559748301
2184.5 546.5 -1.918 -1.918 -1.918 -1.918 -1.918 -1.918 -1.818
2184.5 547.5 -2.072 -2.072 -2.062 -1.879292231 -1.752806794 -1.752806794 -1.652806794
2184.5 548.5 -2.218 -2.218 -2.208 -1.78170747 -1.58170747 -1.577803134 -1.477803134
2184.5 549.5 -2.231 -2.231 -2.221 -1.682776909 -1.482776909 -1.436373715 -1.336373715
2184.5 550.5 -2.175 -2.175 -2.165 -1.565 -1.365 -1.326964842 -1.226964842
2184.5 551.5 -1.993 -1.993 -1.983 -1.451354862 -1.251354862 -1.251354862 -1.151354862
2184.5 552.5 -1.893 -1.893 -1.883 -1.405265087 -1.205265087 -1.205265087 -1.105265087
2184.5 553.5 -1.89 -1.89 -1.88 -1.376643655 -1.176643655 -1.176643655 -1.076643655
2184.5 554.5 -1.838 -1.838 -1.828 -1.349340743 -1.149340743 -1.149340743 -1.049340743
2184.5 555.5 -1.777 -1.777 -1.767 -1.32174756 -1.12174756 -1.12174756 -1.02174756
2184.5 556.5 -1.74 -1.311874216 -1.311874216 -1.311874216 -1.116941423 -1.116941423 -1.016941423
2184.5 557.5 -1.73 -1.391071059 -1.391071059 -1.391071059 -1.191071059 -1.191071059 -1.091071059
2184.5 558.5 -1.738 -1.563109 -1.563109 -1.563109 -1.363109 -1.34959236 -1.24959236
2184.5 559.5 -1.772 -1.762 -1.762 -1.762 -1.762 -1.554956813 -1.470333752
2184.5 560.5 -2.042 -2.042 -2.042 -2.042 -2.042 -1.768792456 -1.694932458
2184.5 561.5 -2.486 -2.486 -2.486 -2.486 -2.486 -1.937022051 -1.85222573
2184.5 562.5 -2.573 -2.573 -2.573 -2.573 -2.573 -2.016714879 -1.916714879
2184.5 563.5 -2.344 -2.344 -2.344 -2.344 -2.344 -2.02436265 -1.92436265
2184.5 564.5 -2.243 -2.243 -2.233 -2.228062425 -2.182220681 -2.016390272 -1.916390272
2184.5 565.5 -2.188 -2.188 -2.178 -2.178 -2.178 -2.027611068 -1.928893165
2184.5 566.5 -2.264 -2.264 -2.246175687 -2.246175687 -2.072902207 -2.072902207 -1.972902207
2184.5 567.5 -2.35 -2.35 -2.34 -2.328722283 -2.128722283 -2.128722283 -2.028722283
2184.5 568.5 -2.346 -2.346 -2.336 -2.336 -2.171324162 -2.171324162 -2.071324162
2185.5 436 -1.966 -1.166 -1.166 -0.8073017432 -0.6073017432 -0.6073017432 -0.5073017432
2185.5 536.5 -1.873 -1.825266538 -1.733701431 -1.596505517 -1.547588332 -1.433894675 -1.339804231
2185.5 537.5 -1.844 -1.798239513 -1.78755496 -1.568136951 -1.390976873 -1.390976873 -1.292965208
2185.5 538.5 -1.827 -1.772189614 -1.771762001 -1.533501601 -1.345588653 -1.345588653 -1.245724581
2185.5 539.5 -1.802 -1.72426124 -1.706441123 -1.491860807 -1.300139134 -1.300139134 -1.200139134
2185.5 540.5 -1.799 -1.657036518 -1.657036518 -1.452296102 -1.261976155 -1.261976155 -1.161976155
2185.5 541.5 -1.795 -1.641198207 -1.641198207 -1.436241225 -1.244853154 -1.244853154 -1.144853154
2185.5 542.5 -1.787 -1.575129859 -1.575129859 -1.466324029 -1.269168009 -1.269168009 -1.169168009
2185.5 543.5 -1.803 -1.555499434 -1.555499434 -1.555499434 -1.355529875 -1.355529875 -1.255529875
2185.5 544.5 -1.864 -1.864 -1.854 -1.711375068 -1.511375068 -1.511245559 -1.411245559
2185.5 545.5 -1.953 -1.953 -1.943 -1.893220936 -1.693220936 -1.693220936 -1.593220936
2185.5 546.5 -2.088 -2.088 -2.078 -2.005691658 -1.833643092 -1.833643092 -1.733643092
2185.5 547.5 -2.251 -2.251 -2.241 -1.999159322 -1.799159322 -1.799159322 -1.699159322
2185.5 548.5 -2.471 -2.471 -2.461 -1.930417937 -1.730417937 -1.694075052 -1.594075052
2185.5 549.5 -2.609 -2.609 -2.485361898 -1.885361898 -1.685361898 -1.573406145 -1.473406145
2185.5 550.5 -2.48 -2.48 -2.348568145 -1.748568145 -1.548568145 -1.473738469 -1.373738469
2185.5 551.5 -2.199 -2.199 -2.189 -1.61610525 -1.41610525 -1.41610525 -1.31610525
2185.5 552.5 -2.121 -2.121 -2.111 -1.596430438 -1.396430438 -1.396430438 -1.296430438
2185.5 553.5 -2.146 -2.146 -2.136 -1.60249203 -1.40249203 -1.384115859 -1.284115859
2185.5 554.5 -2.089 -2.089 -2.079 -1.541385112 -1.341385112 -1.337714689 -1.237714689
2185.5 555.5 -1.976 -1.976 -1.966 -1.462820192 -1.262820192 -1.262820192 -1.162820192
2185.5 556.5 -1.885 -1.885 -1.875 -1.39495843 -1.19495843 -1.19495843 -1.09495843
2185.5 557.5 -1.842 -1.357517542 -1.357517542 -1.357517542 -1.200205721 -1.200205721 -1.100205721
2185.5 558.5 -1.839 -1.442842575 -1.442842575 -1.442842575 -1.313084254 -1.313084254 -1.213084254
2185.5 559.5 -1.864 -1.734057806 -1.733272223 -1.666560874 -1.488995317 -1.488995317 -1.406756412
2185.5 560.5 -2.003 -1.993 -1.993 -1.993 -1.993 -1.670866382 -1.613517288
2185.5 561.5 -2.394 -2.394 -2.394 -2.394 -2.384 -1.827143136 -1.770315725
2185.5 562.5 -2.619 -2.619 -2.609 -2.522131361 -2.322131361 -1.929247489 -1.852717813
2185.5 563.5 -2.545 -2.545 -2.535 -2.452080346 -2.4326671 -1.964527989 -1.872674016
2185.5 564.5 -2.402 -2.402 -2.392 -2.367046938 -2.367046938 -1.962340781 -1.862340781
2185.5 565.5 -2.29 -2.29 -2.28 -2.259339056 -2.108852594 -1.954657588 -1.854657588
2185.5 566.5 -2.302 -2.302 -2.292 -2.264197595 -2.064197595 -1.965201605 -1.865201605
2185.5 567.5 -2.336 -2.336 -2.326 -2.325869545 -2.125869545 -1.994463562 -1.894463562
2185.5 568.5 -2.342 -2.342 -2.332 -2.304090703 -2.104090703 -2.031621803 -1.931621803
2186.5 436 -1.888 -1.088 -1.088 -0.6028159898 -0.4028159898 -0.4028159898 -0.3028159898
2186.5 536.5 -1.91 -1.79196224 -1.79196224 -1.612856247 -1.430902266 -1.430902266 -1.330902266
2186.5 537.5 -1.85 -1.815839064 -1.812253767 -1.595114671 -1.403099575 -1.403099575 -1.303099575
2186.5 538.5 -1.818 -1.784956174 -1.784956174 -1.572558963 -1.373124414 -1.373124414 -1.273124414
2186.5 539.5 -1.817 -1.666962957 -1.666962957 -1.540333539 -1.340956515 -1.340956515 -1.240956515
2186.5 540.5 -1.868 -1.508096165 -1.508096165 -1.508096165 -1.314020547 -1.314020547 -1.214020547
2186.5 541.5 -1.856 -1.644256361 -1.522729216 -1.499155406 -1.306523086 -1.306523086 -1.206523086
2186.5 542.5 -1.806 -1.534445171 -1.534445171 -1.534445171 -1.335832551 -1.335832551 -1.235832551
2186.5 543.5 -1.809 -1.809 -1.799 -1.615690255 -1.415690255 -1.413805702 -1.313805702
2186.5 544.5 -1.845 -1.845 -1.835 -1.725630829 -1.525630829 -1.525630829 -1.425630829
2186.5 545.5 -1.925 -1.925 -1.915 -1.846180427 -1.646180427 -1.646180427 -1.546180427
2186.5 546.5 -2.036 -2.036 -2.026 -1.931457158 -1.731457158 -1.731457158 -1.631457158
2186.5 547.5 -2.199 -2.199 -2.189 -1.954058293 -1.754058293 -1.754058293 -1.654058293
2186.5 548.5 -2.43 -2.43 -2.42 -1.932264504 -1.732264504 -1.710423107 -1.610423107
2186.5 549.5 -2.714 -2.714 -2.499046772 -1.899046772 -1.699046772 -1.629618514 -1.529618514
2186.5 550.5 -2.538 -2.538 -2.401092291 -1.801092291 -1.601092291 -1.554072227 -1.454072227
2186.5 551.5 -2.287 -2.287 -2.277 -1.712136128 -1.512136128 -1.512136128 -1.412136128
2186.5 552.5 -2.33 -2.33 -2.32 -1.72 -1.52 -1.503761674 -1.403761674
2186.5 553.5 -2.359 -2.359 -2.349 -1.749 -1.549 -1.487660934 -1.387660934
2186.5 554.5 -2.225 -2.225 -2.215 -1.645233863 -1.445233863 -1.440182134 -1.340182134
2186.5 555.5 -2.054 -2.054 -2.044 -1.565229628 -1.365229628 -1.365229628 -1.265229628
2186.5 556.5 -1.941 -1.941 -1.931 -1.500257448 -1.300257448 -1.300257448 -1.200257448
2186.5 557.5 -1.862 -1.862 -1.852 -1.467330763 -1.285858289 -1.285858289 -1.185858289
2186.5 558.5 -1.848 -1.498517844 -1.498517844 -1.498517844 -1.364379345 -1.364379345 -1.264379345
2186.5 559.5 -1.872 -1.833199305 -1.822035183 -1.687976439 -1.499399515 -1.499399515 -1.416582166
2186.5 560.5 -1.993 -1.993 -1.993 -1.993 -1.983 -1.63732068 -1.588054517
2186.5 561.5 -2.18 -2.18 -2.18 -2.18 -2.162843158 -1.75686113 -1.725628088
2186.5 562.5 -2.465 -2.465 -2.455 -2.363793508 -2.183209986 -1.845285194 -1.803348001
2186.5 563.5 -2.5 -2.5 -2.49 -2.49 -2.413352562 -1.893049489 -1.823885586
2186.5 564.5 -2.578 -2.578 -2.578 -2.578 -2.378 -1.907099095 -1.811500231
2186.5 565.5 -2.357 -2.357 -2.357 -2.357 -2.157 -1.898731184 -1.798731184
2186.5 566.5 -2.373 -2.373 -2.373 -2.373 -2.173 -1.896121427 -1.796121427
2186.5 567.5 -2.513 -2.513 -2.513 -2.513 -2.313 -1.907378588 -1.807378588
2186.5 568.5 -2.389 -2.389 -2.389 -2.389 -2.189 -1.928397113 -1.828397113
2187.5 436 -1.851 -1.051 -1.051 -0.4810105636 -0.2810105636 -0.2810105636 -0.1810105636
2187.5 536.5 -1.957 -1.831031455 -1.8073465 -1.634233703 -1.439719438 -1.439719438 -1.339719438
2187.5 537.5 -1.907 -1.817742586 -1.817742586 -1.631850389 -1.431850389 -1.430170754 -1.330170754
2187.5 538.5 -1.882 -1.882 -1.872 -1.62630518 -1.42630518 -1.417560195 -1.317560195
2187.5 539.5 -1.852 -1.852 -1.842 -1.605091231 -1.405091231 -1.399832798 -1.299832798
2187.5 540.5 -1.954 -1.584790466 -1.584790466 -1.584790466 -1.384790466 -1.384790466 -1.284790466
2187.5 541.5 -1.984 -1.582070004 -1.582070004 -1.582070004 -1.382070004 -1.382070004 -1.282070004
2187.5 542.5 -1.847 -1.68221766 -1.68221766 -1.598038274 -1.398038274 -1.398038274 -1.298038274
2187.5 543.5 -1.814 -1.73089985 -1.73089985 -1.636797357 -1.436797357 -1.436797357 -1.336797357
2187.5 544.5 -1.824 -1.824 -1.814 -1.694909439 -1.494909439 -1.494909439 -1.394909439
2187.5 545.5 -1.882 -1.882 -1.872 -1.764400948 -1.564400948 -1.564400948 -1.464400948
2187.5 546.5 -1.984 -1.984 -1.974 -1.825724647 -1.625724647 -1.625724647 -1.525724647
2187.5 547.5 -2.078 -2.078 -2.068 -1.859164418 -1.659164418 -1.659164418 -1.559164418
2187.5 548.5 -2.232 -2.232 -2.222 -1.851352215 -1.651352215 -1.651352215 -1.551352215
2187.5 549.5 -2.432 -2.432 -2.422 -1.822 -1.622 -1.607857962 -1.507857962
2187.5 550.5 -2.367 -2.367 -2.357 -1.757 -1.557 -1.555389366 -1.455389366
2187.5 551.5 -2.237 -2.237 -2.227 -1.716336562 -1.516336562 -1.516336562 -1.416336562
2187.5 552.5 -2.362 -2.362 -2.322079977 -1.722079977 -1.522079977 -1.497795823 -1.397795823
2187.5 553.5 -2.446 -1.670808982 -1.670808982 -1.670808982 -1.470808982 -1.470808982 -1.370808982
2187.5 554.5 -2.259 -2.259 -2.249 -1.6573426 -1.4573426 -1.4573426 -1.3573426
2187.5 555.5 -2.098 -2.098 -2.088 -1.637690406 -1.437690406 -1.437690406 -1.337690406
2187.5 556.5 -1.953 -1.953 -1.943 -1.623234183 -1.423234183 -1.423234183 -1.323234183
2187.5 557.5 -1.89 -1.705049621 -1.705049621 -1.625530012 -1.442769864 -1.442769864 -1.342769864
2187.5 558.5 -1.863 -1.666920406 -1.666920406 -1.666920406 -1.516776489 -1.516776489 -1.416776489
2187.5 559.5 -1.87 -1.845487878 -1.845487878 -1.763364069 -1.617790987 -1.617790987 -1.531166917
2187.5 560.5 -1.893 -1.883 -1.883 -1.883 -1.883 -1.701373342 -1.652846108
2187.5 561.5 -2.03 -2.03 -1.997009641 -1.997009641 -1.997009641 -1.760880786 -1.747031425
2187.5 562.5 -2.193 -2.193 -2.183 -2.183 -2.183 -1.803918145 -1.795264833
2187.5 563.5 -2.514 -2.514 -2.514 -2.514 -2.314 -1.832455429 -1.800435611
2187.5 564.5 -2.607 -2.607 -2.607 -2.607 -2.407 -1.846246937 -1.77872618
2187.5 565.5 -2.349 -2.349 -2.349 -2.349 -2.149 -1.850059979 -1.753361559
2187.5 566.5 -2.296 -2.296 -2.296 -2.296 -2.096 -1.846589723 -1.746589723
2187.5 567.5 -2.319 -2.319 -2.319 -2.319 -2.119 -1.849556963 -1.749556963
2187.5 568.5 -2.316 -2.316 -2.316 -2.316 -2.116 -1.858976835 -1.758976835
2188.5 436 -1.79 -0.99 -0.99 -0.4541044054 -0.2541044054 -0.2541044054 -0.1541044054
2188.5 536.5 -1.858 -1.774239033 -1.774239033 -1.647748823 -1.447748823 -1.447092269 -1.347092269
2188.5 537.5 -1.949 -1.949 -1.939 -1.653006202 -1.453006202 -1.44483287 -1.34483287
2188.5 538.5 -1.947 -1.947 -1.937 -1.646127903 -1.446127903 -1.438727654 -1.338727654
2188.5 539.5 -1.876 -1.876 -1.846100091 -1.634945086 -1.434945086 -1.43229646 -1.33229646
2188.5 540.5 -1.984 -1.984 -1.974 -1.6377391 -1.4377391 -1.431107685 -1.331107685
2188.5 541.5 -2.056 -2.056 -2.046 -1.642833179 -1.442833179 -1.431780005 -1.331780005
2188.5 542.5 -1.881 -1.881 -1.871 -1.638419685 -1.438419685 -1.431737046 -1.331737046
2188.5 543.5 -1.807 -1.807 -1.797 -1.636905833 -1.436905833 -1.436905833 -1.336905833
2188.5 544.5 -1.808 -1.808 -1.798 -1.653984402 -1.453984402 -1.453984402 -1.353984402
