1,-2.2962129437924
2,-2.3426621525233
3,-2.3976015628865
4,-2.3622291432944
5,-2.4062002491818997
6,-2.3597912244455
7,-2.2836902201861
8,-2.2233903741092997
9,-2.1834201529303
10,-2.1733951495350996
11,-2.1424390391059003
12,-2.1464480001652
13,-2.1324984446316
14,-2.0995258966961
15,-2.0574123549607997
16,-1.9826651354451998
17,-1.9765001013452
18,-2.0199946800694
19,-2.0045492288810003
20,-1.9859232685387
21,-1.9537314165271
22,-2.0447010927825
23,-2.0475222045772
24,-2.0397368087375
25,-2.0826910390006
26,-2.131986519913
27,-2.1052652047468
28,-2.0395270712952
29,-1.9684757222948999
30,-1.9300042791486
31,-1.8959997036297
32,-1.8765027178753
33,-1.8671990879527
34,-1.8642643834013999
35,-1.86556065891
36,-2.2123908062576003
37,-2.1941879107605002
38,-2.2629559181594
39,-2.2934415662988
40,-2.2418179695515
41,-2.2831746029645
42,-2.1926934742567
43,-2.1437033386213997
44,-2.1587499000768
45,-2.0974056594578
46,-2.097010933495
47,-2.0643419096278
48,-2.0562957364987002
49,-2.0345775885117
50,-2.0090339409101
51,-1.989512632224
52,-1.9377950835407
53,-1.9748807536394
54,-1.9518201966157
55,-1.9458444666257
56,-1.9315364640413
57,-1.9536237181766
58,-1.9624517442704
59,-1.9708739783104
60,-1.9693671998291
61,-1.9806445848904
62,-1.9586440787316002
63,-1.9251636285609
64,-1.8953032891105
65,-1.8784130265713
66,-1.8674391171366
67,-1.8604046371418999
68,-1.8556610457618998
69,-1.8539930683542
70,-1.8583134645452999
71,-2.2317317164555
72,-2.164446114157
73,-2.1383434410652
74,-2.230870460259
75,-2.1836831740394
76,-2.1319294223537
77,-2.2142127025305998
78,-2.1154005301864998
79,-2.0987481611939
80,-2.06361480368
81,-2.0674209875655003
82,-2.0183480594703997
83,-1.9890812950929
84,-1.9743662150699999
85,-1.952501591654
86,-1.9465974536965
87,-1.9237288454543
88,-1.9355713907964
89,-1.9182566007475
90,-1.9211292837343001
91,-1.9155324500971
92,-1.9236790060706002
93,-1.9229397580578
94,-1.9248371261922
95,-1.9201743192929
96,-1.9090376918408
97,-1.8904410596402998
98,-1.8716388457903
99,-1.8570565109507
100,-1.8511392270132998
101,-1.8515963605453
102,-1.847950972585
103,-1.8457042604551
104,-1.8450951284297
105,-1.8516993026683999
106,-2.401488110232
107,-2.1681410296859
108,-2.0889532345024
109,-2.081274136082
110,-2.110182110834
111,-2.0732405870859996
112,-2.1154675407923
113,-2.1368463941551
114,-2.0134773951051
115,-2.0157250695206
116,-2.017157848989
117,-1.9818132968743
118,-1.9440203420928999
119,-1.9217809706111
120,-1.9045469650428999
121,-1.8962738436126
122,-1.9012060030175
123,-1.9025486497529
124,-1.8999036046955
125,-1.8885488708309
126,-1.907302384376
127,-1.9003955664524002
128,-1.8946793283669998
129,-1.889697239699
130,-1.8907829068726
131,-1.8860606411932
132,-1.860176520451
133,-1.8455357590342
134,-1.8427080724967
135,-1.8408169250398
136,-1.8409245897384001
137,-1.8399950443639
138,-1.8409746283488
139,-1.8370626029658998
140,-1.8516578191128998
141,-2.2951097352456
142,-2.2106978105046
143,-2.1141998276419
144,-2.0374965834339
145,-2.0143280143443
146,-1.9988237508032
147,-2.0097069692331
148,-2.016052279853
149,-1.9949125952648001
150,-1.9680311500575
151,-1.9528652868484
152,-1.9541804217368002
153,-1.9292777646431
154,-1.8843142318338
155,-1.8674736740376
156,-1.8490569624786002
157,-1.8736978630196999
158,-1.8747989001181
159,-1.8644237921336
160,-1.8638527854506002
161,-1.8742487770492
162,-1.8687314599834999
163,-1.8628980467307
164,-1.8576004996331998
165,-1.8583274657737
166,-1.8521860019945
167,-1.8407547371850002
168,-1.8346240495075998
169,-1.8322493999814
170,-1.833273237163
171,-1.8347700895103
172,-1.8356027777427
173,-1.8358230173829
174,-1.8372540029686
175,-1.8347412810358001
176,-2.2505023331146
177,-2.1687385081445
178,-2.127984494433
179,-2.0845726752024003
180,-2.0522176961874004
181,-1.9901764070274
182,-1.9490682483563
183,-1.9500042461147
184,-1.9466034532819
185,-1.9380783769754
186,-1.9306185729746002
187,-1.9003643779677
188,-1.889610444596
189,-1.8536304080771
190,-1.8344781216522998
191,-1.8127258914951998
192,-1.8246378066599
193,-1.8293504009879
194,-1.8308419381173
195,-1.8542119302784
196,-1.8500111607512
197,-1.8453458200336
198,-1.8412706286962
199,-1.8332579924223
200,-1.8332051982645001
